Nm_Ruas,Kd_Inf,Panjang,STA_AWAL,STA_AKHIR,No,Fungsi
Jl. Wonoasri-Banyukambang,131,2.010,1+500,1+600,6062,Lokal Sekunder
Jl. Wonoasri-Banyukambang,131,2.010,1+600,1+700,6063,Lokal Sekunder
Jl. Wonoasri-Banyukambang,131,2.010,1+700,1+800,6064,Lokal Sekunder
Jl. Wonoasri-Banyukambang,131,2.010,1+800,1+900,6065,Lokal Sekunder
Jl. Wonoasri-Banyukambang,131,2.010,2+000,2+013,6066,Lokal Sekunder
Jl. Dimong-Sirapan,132,1.010,0+000,0+100,6068,Lokal Sekunder
Jl. Dimong-Sirapan,132,1.010,0+100,0+200,6069,Lokal Sekunder
Jl. Dimong-Sirapan,132,1.010,0+200,0+300,6070,Lokal Sekunder
Jl. Dimong-Sirapan,132,1.010,0+300,0+400,6071,Lokal Sekunder
Jl. Dimong-Sirapan,132,1.010,0+400,0+500,6072,Lokal Sekunder
Jl. Dimong-Sirapan,132,1.010,0+500,0+600,6073,Lokal Sekunder
Jl. Dimong-Sirapan,132,1.010,0+600,0+700,6074,Lokal Sekunder
Jl. Dimong-Sirapan,132,1.010,0+700,0+800,6075,Lokal Sekunder
Jl. Dimong-Sirapan,132,1.010,0+800,0+900,6076,Lokal Sekunder
Jl. Dimong-Sirapan,132,1.010,1+000,1+005,6077,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,0+000,0+100,6079,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,0+100,0+200,6080,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,0+200,0+300,6081,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,0+300,0+400,6082,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,0+400,0+500,6083,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,0+500,0+600,6084,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,0+600,0+700,6085,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,0+700,0+800,6086,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,0+800,0+900,6087,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,0+900,1+000,6088,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,1+000,1+100,6089,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,1+100,1+200,6090,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,1+200,1+300,6091,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,1+300,1+400,6092,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,1+400,1+500,6093,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,1+500,1+600,6094,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,1+600,1+700,6095,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,1+700,1+800,6096,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,1+800,1+900,6097,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,1+900,2+000,6098,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,2+000,2+100,6099,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,2+100,2+200,6100,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,2+200,2+300,6101,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,2+300,2+400,6102,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,2+400,2+500,6103,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,2+500,2+600,6104,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,2+600,2+700,6105,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,2+700,2+800,6106,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,2+800,2+900,6107,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,2+900,3+000,6108,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,3+000,3+100,6109,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,3+100,3+200,6110,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,3+200,3+300,6111,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,3+300,3+400,6112,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,3+400,3+500,6113,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,3+500,3+600,6114,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,3+600,3+700,6115,Lokal Sekunder
Jl. Banjarsari-Tulungrejo,133,3.850,3+800,3+850,6116,Lokal Sekunder
Jl. Kebonagung-Banyukambang,134,1.760,0+000,0+100,6118,Lokal Sekunder
Jl. Kebonagung-Banyukambang,134,1.760,0+100,0+200,6119,Lokal Sekunder
Jl. Kebonagung-Banyukambang,134,1.760,0+200,0+300,6120,Lokal Sekunder
Jl. Kebonagung-Banyukambang,134,1.760,0+300,0+400,6121,Lokal Sekunder
Jl. Kebonagung-Banyukambang,134,1.760,0+400,0+500,6122,Lokal Sekunder
Jl. Kebonagung-Banyukambang,134,1.760,0+500,0+600,6123,Lokal Sekunder
Jl. Kebonagung-Banyukambang,134,1.760,0+600,0+700,6124,Lokal Sekunder
Jl. Kebonagung-Banyukambang,134,1.760,0+700,0+800,6125,Lokal Sekunder
Jl. Kebonagung-Banyukambang,134,1.760,0+800,0+900,6126,Lokal Sekunder
Jl. Kebonagung-Banyukambang,134,1.760,0+900,1+000,6127,Lokal Sekunder
Jl. Kebonagung-Banyukambang,134,1.760,1+000,1+100,6128,Lokal Sekunder
Jl. Kebonagung-Banyukambang,134,1.760,1+100,1+200,6129,Lokal Sekunder
Jl. Kebonagung-Banyukambang,134,1.760,1+200,1+300,6130,Lokal Sekunder
Jl. Kebonagung-Banyukambang,134,1.760,1+300,1+400,6131,Lokal Sekunder
Jl. Kebonagung-Banyukambang,134,1.760,1+400,1+500,6132,Lokal Sekunder
Jl. Kebonagung-Banyukambang,134,1.760,1+500,1+600,6133,Lokal Sekunder
Jl. Kebonagung-Banyukambang,134,1.760,1+700,1+765,6134,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,0+000,0+100,6136,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,0+100,0+200,6137,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,0+200,0+300,6138,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,0+300,0+400,6139,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,0+400,0+500,6140,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,0+500,0+600,6141,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,0+600,0+700,6142,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,0+700,0+800,6143,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,0+800,0+900,6144,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,0+900,1+000,6145,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,1+000,1+100,6146,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,1+100,1+200,6147,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,1+200,1+300,6148,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,1+300,1+400,6149,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,1+400,1+500,6150,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,1+500,1+600,6151,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,1+600,1+700,6152,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,1+700,1+800,6153,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,1+800,1+900,6154,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,1+900,2+000,6155,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,2+000,2+100,6156,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,2+100,2+200,6157,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,2+200,2+300,6158,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,2+300,2+400,6159,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,2+400,2+500,6160,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,2+500,2+600,6161,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,2+600,2+700,6162,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,2+700,2+800,6163,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,2+800,2+900,6164,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,2+900,3+000,6165,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,3+000,3+100,6166,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,3+100,3+200,6167,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,3+200,3+300,6168,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,3+300,3+400,6169,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,3+400,3+500,6170,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,3+500,3+600,6171,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,3+600,3+700,6172,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,3+700,3+800,6173,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,3+800,3+900,6174,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,3+900,4+000,6175,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,4+000,4+100,6176,Lokal Sekunder
Jl. Kedungrejo-Kuwu,135,4.280,4+200,4+285,6177,Lokal Sekunder
Jl. Kedungrejo-Sogo,136,2.770,0+000,0+100,6179,Lokal Sekunder
Jl. Kedungrejo-Sogo,136,2.770,0+100,0+200,6180,Lokal Sekunder
Jl. Kedungrejo-Sogo,136,2.770,0+200,0+300,6181,Lokal Sekunder
Jl. Kedungrejo-Sogo,136,2.770,0+300,0+400,6182,Lokal Sekunder
Jl. Kedungrejo-Sogo,136,2.770,0+400,0+500,6183,Lokal Sekunder
Jl. Kedungrejo-Sogo,136,2.770,0+500,0+600,6184,Lokal Sekunder
Jl. Kedungrejo-Sogo,136,2.770,0+600,0+700,6185,Lokal Sekunder
Jl. Kedungrejo-Sogo,136,2.770,0+700,0+800,6186,Lokal Sekunder
Jl. Kedungrejo-Sogo,136,2.770,0+800,0+900,6187,Lokal Sekunder
Jl. Kedungrejo-Sogo,136,2.770,0+900,1+000,6188,Lokal Sekunder
Jl. Kedungrejo-Sogo,136,2.770,1+000,1+100,6189,Lokal Sekunder
Jl. Kedungrejo-Sogo,136,2.770,1+100,1+200,6190,Lokal Sekunder
Jl. Kedungrejo-Sogo,136,2.770,1+200,1+300,6191,Lokal Sekunder
Jl. Kedungrejo-Sogo,136,2.770,1+300,1+400,6192,Lokal Sekunder
Jl. Kedungrejo-Sogo,136,2.770,1+400,1+500,6193,Lokal Sekunder
Jl. Kedungrejo-Sogo,136,2.770,1+500,1+600,6194,Lokal Sekunder
Jl. Kedungrejo-Sogo,136,2.770,1+600,1+700,6195,Lokal Sekunder
Jl. Kedungrejo-Sogo,136,2.770,1+700,1+800,6196,Lokal Sekunder
Jl. Kedungrejo-Sogo,136,2.770,1+800,1+900,6197,Lokal Sekunder
Jl. Kedungrejo-Sogo,136,2.770,1+900,2+000,6198,Lokal Sekunder
Jl. Kedungrejo-Sogo,136,2.770,2+000,2+100,6199,Lokal Sekunder
Jl. Kedungrejo-Sogo,136,2.770,2+100,2+200,6200,Lokal Sekunder
Jl. Kedungrejo-Sogo,136,2.770,2+200,2+300,6201,Lokal Sekunder
Jl. Kedungrejo-Sogo,136,2.770,2+300,2+400,6202,Lokal Sekunder
Jl. Kedungrejo-Sogo,136,2.770,2+400,2+500,6203,Lokal Sekunder
Jl. Kedungrejo-Sogo,136,2.770,2+500,2+600,6204,Lokal Sekunder
Jl. Kedungrejo-Sogo,136,2.770,2+600,2+700,6205,Lokal Sekunder
Jl. Kedungrejo-Sogo,136,2.770,2+700,2+800,6206,Lokal Sekunder
Jl. Kedungrejo-Sogo,136,2.770,2+900,2+923,6207,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,0+000,0+100,6209,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,0+100,0+200,6210,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,0+200,0+300,6211,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,0+300,0+400,6212,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,0+400,0+500,6213,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,0+500,0+600,6214,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,0+600,0+700,6215,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,0+700,0+800,6216,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,0+800,0+900,6217,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,0+900,1+000,6218,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,1+000,1+100,6219,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,1+100,1+200,6220,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,1+200,1+300,6221,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,1+300,1+400,6222,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,1+400,1+500,6223,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,1+500,1+600,6224,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,1+600,1+700,6225,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,1+700,1+800,6226,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,1+800,1+900,6227,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,1+900,2+000,6228,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,2+000,2+100,6229,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,2+100,2+200,6230,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,2+200,2+300,6231,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,2+300,2+400,6232,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,2+400,2+500,6233,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,2+500,2+600,6234,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,2+600,2+700,6235,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,2+700,2+800,6236,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,2+800,2+900,6237,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,2+900,3+000,6238,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,3+000,3+100,6239,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,3+100,3+200,6240,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,3+200,3+300,6241,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,3+300,3+400,6242,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,3+400,3+500,6243,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,3+500,3+600,6244,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,3+600,3+700,6245,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,3+700,3+800,6246,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,3+800,3+900,6247,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,3+900,4+000,6248,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,4+000,4+100,6249,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,4+100,4+200,6250,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,4+200,4+300,6251,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,4+300,4+400,6252,Lokal Sekunder
Jl. Balerejo-Babadanlor,137,4.500,4+500,4+506,6253,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,0+000,0+100,6255,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,0+100,0+200,6256,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,0+200,0+300,6257,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,0+300,0+400,6258,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,0+400,0+500,6259,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,0+500,0+600,6260,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,0+600,0+700,6261,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,0+700,0+800,6262,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,0+800,0+900,6263,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,0+900,1+000,6264,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,1+000,1+100,6265,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,1+100,1+200,6266,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,1+200,1+300,6267,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,1+300,1+400,6268,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,1+400,1+500,6269,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,1+500,1+600,6270,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,1+600,1+700,6271,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,1+700,1+800,6272,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,1+800,1+900,6273,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,1+900,2+000,6274,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,2+000,2+100,6275,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,2+100,2+200,6276,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,2+200,2+300,6277,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,2+300,2+400,6278,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,2+400,2+500,6279,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,2+500,2+600,6280,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,2+600,2+700,6281,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,2+700,2+800,6282,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,2+800,2+900,6283,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,2+900,3+000,6284,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,3+000,3+100,6285,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,3+100,3+200,6286,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,3+200,3+300,6287,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,3+300,3+400,6288,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,3+400,3+500,6289,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,3+500,3+600,6290,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,3+600,3+700,6291,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,3+700,3+800,6292,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,3+800,3+900,6293,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,3+900,4+000,6294,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,4+000,4+100,6295,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,4+100,4+200,6296,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,4+200,4+300,6297,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,4+300,4+400,6298,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,4+400,4+500,6299,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,4+500,4+600,6300,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,4+600,4+700,6301,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,4+700,4+800,6302,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,4+800,4+900,6303,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,4+900,5+000,6304,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,5+000,5+100,6305,Lokal Sekunder
Jl. Bantengan-Karangrejo,138,5.200,5+200,5+213,6306,Lokal Sekunder
Jl. Bantengan-Tempursari,139,0.960,0+000,0+100,6308,Lokal Sekunder
Jl. Bantengan-Tempursari,139,0.960,0+100,0+200,6309,Lokal Sekunder
Jl. Bantengan-Tempursari,139,0.960,0+200,0+300,6310,Lokal Sekunder
Jl. Bantengan-Tempursari,139,0.960,0+300,0+400,6311,Lokal Sekunder
Jl. Bantengan-Tempursari,139,0.960,0+400,0+500,6312,Lokal Sekunder
Jl. Bantengan-Tempursari,139,0.960,0+500,0+600,6313,Lokal Sekunder
Jl. Bantengan-Tempursari,139,0.960,0+600,0+700,6314,Lokal Sekunder
Jl. Bantengan-Tempursari,139,0.960,0+700,0+800,6315,Lokal Sekunder
Jl. Bantengan-Tempursari,139,0.960,0+900,0+960,6316,Lokal Sekunder
Jl. Karangrejo-Mawatsari,140,2.000,0+000,0+100,6318,Lokal Sekunder
Jl. Karangrejo-Mawatsari,140,2.000,0+100,0+200,6319,Lokal Sekunder
Jl. Karangrejo-Mawatsari,140,2.000,0+200,0+300,6320,Lokal Sekunder
Jl. Karangrejo-Mawatsari,140,2.000,0+300,0+400,6321,Lokal Sekunder
Jl. Karangrejo-Mawatsari,140,2.000,0+400,0+500,6322,Lokal Sekunder
Jl. Karangrejo-Mawatsari,140,2.000,0+500,0+600,6323,Lokal Sekunder
Jl. Karangrejo-Mawatsari,140,2.000,0+600,0+700,6324,Lokal Sekunder
Jl. Karangrejo-Mawatsari,140,2.000,0+700,0+800,6325,Lokal Sekunder
Jl. Karangrejo-Mawatsari,140,2.000,0+800,0+900,6326,Lokal Sekunder
Jl. Karangrejo-Mawatsari,140,2.000,0+900,1+000,6327,Lokal Sekunder
Jl. Karangrejo-Mawatsari,140,2.000,1+000,1+100,6328,Lokal Sekunder
Jl. Karangrejo-Mawatsari,140,2.000,1+100,1+200,6329,Lokal Sekunder
Jl. Karangrejo-Mawatsari,140,2.000,1+200,1+300,6330,Lokal Sekunder
Jl. Karangrejo-Mawatsari,140,2.000,1+300,1+400,6331,Lokal Sekunder
Jl. Karangrejo-Mawatsari,140,2.000,1+400,1+500,6332,Lokal Sekunder
Jl. Karangrejo-Mawatsari,140,2.000,1+500,1+600,6333,Lokal Sekunder
Jl. Karangrejo-Mawatsari,140,2.000,1+600,1+700,6334,Lokal Sekunder
Jl. Karangrejo-Mawatsari,140,2.000,1+700,1+800,6335,Lokal Sekunder
Jl. Karangrejo-Mawatsari,140,2.000,1+900,1+978,6336,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,0+000,0+100,6338,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,0+100,0+200,6339,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,0+200,0+300,6340,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,0+300,0+400,6341,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,0+400,0+500,6342,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,0+500,0+600,6343,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,0+600,0+700,6344,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,0+700,0+800,6345,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,0+800,0+900,6346,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,0+900,1+000,6347,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,1+000,1+100,6348,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,1+100,1+200,6349,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,1+200,1+300,6350,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,1+300,1+400,6351,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,1+400,1+500,6352,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,1+500,1+600,6353,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,1+600,1+700,6354,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,1+700,1+800,6355,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,1+800,1+900,6356,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,1+900,2+000,6357,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,2+000,2+100,6358,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,2+100,2+200,6359,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,2+200,2+300,6360,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,2+300,2+400,6361,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,2+400,2+500,6362,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,2+500,2+600,6363,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,2+600,2+700,6364,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,2+700,2+800,6365,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,2+800,2+900,6366,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,2+900,3+000,6367,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,3+000,3+100,6368,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,3+100,3+200,6369,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,3+200,3+300,6370,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,3+300,3+400,6371,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,3+400,3+500,6372,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,3+500,3+600,6373,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,3+600,3+700,6374,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,3+700,3+800,6375,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,3+800,3+900,6376,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,3+900,4+000,6377,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,4+000,4+100,6378,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,4+100,4+200,6379,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,4+200,4+300,6380,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,4+300,4+400,6381,Lokal Sekunder
Jl. Pilangrejo-Mawatsari,141,4.600,4+500,4+576,6382,Lokal Sekunder
Jl. Brumbun-Kresek,142,1.970,0+000,0+100,6384,Lokal Sekunder
